"","GOID","TERM"
"46360","EC:1.14.15.26","toluene methyl-monooxygenase"
"46361","EC:1.14.15.27","beta-dihydromenaquinone-9 omega-hydroxylase"
"46362","EC:1.14.15.28","cholest-4-en-3-one 26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]"
"46363","EC:1.14.15.29","cholest-4-en-3-one 26-monooxygenase [(25S)-3-oxocholest-4-en-26-oate forming]"
"46364","EC:1.14.15.30","3-ketosteroid 9alpha-monooxygenase"
"46365","EC:1.14.15.31","2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase"
"46366","EC:1.14.15.32","pentalenene oxygenase"
"46367","EC:1.14.15.33","pikromycin synthase"
"46368","EC:1.14.15.34","20-oxo-5-O-mycaminosyltylactone 23-monooxygenase"
"46369","EC:1.14.15.35","6-deoxyerythronolide B hydroxylase"
"46370","EC:1.14.15.36","sterol 14alpha-demethylase (ferredoxin)"
"46371","EC:1.14.15.37","luteothin monooxygenase"
"46372","EC:1.14.15.38","N,N-dimethyl phenylurea N-demethylase"
"46373","EC:1.14.15.39","epi-isozizaene 5-monooxygenase"
"46374","EC:1.14.16.1","phenylalanine 4-monooxygenase"
"46375","EC:1.14.16.2","tyrosine 3-monooxygenase"
"46376","EC:1.14.16.3","Deleted entry"
"46377","EC:1.14.16.4","tryptophan 5-monooxygenase"
"46378","EC:1.14.16.5","alkylglycerol monooxygenase"
"46379","EC:1.14.16.6","mandelate 4-monooxygenase"
"46380","EC:1.14.16.7","phenylalanine 3-monooxygenase"
"46381","EC:1.14.17.1","dopamine beta-monooxygenase"
"46382","EC:1.14.17.2","Deleted entry"
"46383","EC:1.14.17.3","peptidylglycine monooxygenase"
"46384","EC:1.14.17.4","aminocyclopropanecarboxylate oxidase"
"46385","EC:1.14.18.1","tyrosinase"
"46386","EC:1.14.18.2","CMP-N-acetylneuraminate monooxygenase"
"46387","EC:1.14.18.3","methane monooxygenase (particulate)"
"46388","EC:1.14.18.4","phosphatidylcholine 12-monooxygenase"
"46389","EC:1.14.18.5","sphingolipid C4-monooxygenase"
"46390","EC:1.14.18.6","4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase"
"46391","EC:1.14.18.7","dihydroceramide fatty acyl 2-hydroxylase"
"46392","EC:1.14.18.8","Transferred to 1.14.14.139"
"46393","EC:1.14.18.9","4alpha-methylsterol monooxygenase"
"46394","EC:1.14.18.10","plant 4,4-dimethylsterol C-4alpha-methyl-monooxygenase"
"46395","EC:1.14.18.11","plant 4alpha-monomethylsterol monooxygenase"
"46396","EC:1.14.18.12","2-hydroxy fatty acid dioxygenase"
"46397","EC:1.14.19.1","stearoyl-CoA 9-desaturase"
"46398","EC:1.14.19.2","stearoyl-[acyl-carrier-protein] 9-desaturase"
"46399","EC:1.14.19.3","acyl-CoA 6-desaturase"
"46400","EC:1.14.19.4","acyl-lipid (11-3)-desaturase"
"46401","EC:1.14.19.5","acyl-CoA 11-(Z)-desaturase"
"46402","EC:1.14.19.6","acyl-CoA (9+3)-desaturase"
"46403","EC:1.14.19.7","Transferred to 1.11.1.23"
"46404","EC:1.14.19.8","pentalenolactone synthase"
"46405","EC:1.14.19.9","tryptophan 7-halogenase"
"46406","EC:1.14.19.10","icosanoyl-CoA 5-desaturase"
"46407","EC:1.14.19.11","acyl-[acyl-carrier-protein] 4-desaturase"
"46408","EC:1.14.19.12","acyl-lipid omega-(9-4) desaturase"
"46409","EC:1.14.19.13","acyl-CoA 15-desaturase"
"46410","EC:1.14.19.14","linoleoyl-lipid Delta9 conjugase"
"46411","EC:1.14.19.15","(11Z)-hexadec-11-enoyl-CoA conjugase"
"46412","EC:1.14.19.16","linoleoyl-lipid Delta12 conjugase (11E,13Z-forming)"
"46413","EC:1.14.19.17","sphingolipid 4-desaturase"
"46414","EC:1.14.19.18","sphingolipid 8-(E)-desaturase"
"46415","EC:1.14.19.19","sphingolipid 10-desaturase"
"46416","EC:1.14.19.20","Delta7-sterol 5(6)-desaturase"
"46417","EC:1.14.19.21","cholesterol 7-desaturase"
"46418","EC:1.14.19.22","acyl-lipid omega-6 desaturase (cytochrome b5)"
"46419","EC:1.14.19.23","acyl-lipid (n+3)-(Z)-desaturase (ferredoxin)"
"46420","EC:1.14.19.24","acyl-CoA 11-(E)-desaturase"
"46421","EC:1.14.19.25","acyl-lipid omega-3 desaturase (cytochrome b5)"
"46422","EC:1.14.19.26","acyl-[acyl-carrier-protein] 6-desaturase"
"46423","EC:1.14.19.27","sn-2 palmitoyl-lipid 9-desaturase"
"46424","EC:1.14.19.28","sn-1 stearoyl-lipid 9-desaturase"
"46425","EC:1.14.19.29","sphingolipid 8-(E/Z)-desaturase"
"46426","EC:1.14.19.30","acyl-lipid (8-3)-desaturase"
"46427","EC:1.14.19.31","acyl-lipid (7-3)-desaturase"
"46428","EC:1.14.19.32","palmitoyl-CoA 14-(E/Z)-desaturase"
"46429","EC:1.14.19.33","Delta12 acyl-lipid conjugase (11E,13E-forming)"
"46430","EC:1.14.19.34","acyl-lipid (9+3)-(E)-desaturase"
"46431","EC:1.14.19.35","sn-2 acyl-lipid omega-3 desaturase (ferredoxin)"
"46432","EC:1.14.19.36","sn-1 acyl-lipid omega-3 desaturase (ferredoxin)"
"46433","EC:1.14.19.37","acyl-CoA 5-desaturase"
"46434","EC:1.14.19.38","acyl-lipid Delta6-acetylenase"
"46435","EC:1.14.19.39","acyl-lipid Delta12-acetylenase"
"46436","EC:1.14.19.40","hex-5-enoyl-[acyl-carrier protein] acetylenase"
"46437","EC:1.14.19.41","sterol 22-desaturase"
"46438","EC:1.14.19.42","palmitoyl-[glycerolipid] 7-desaturase"
"46439","EC:1.14.19.43","palmitoyl-[glycerolipid] 3-(E)-desaturase"
"46440","EC:1.14.19.44","acyl-CoA (8-3)-desaturase"
"46441","EC:1.14.19.45","sn-1 oleoyl-lipid 12-desaturase"
"46442","EC:1.14.19.46","sn-1 linoleoyl-lipid 6-desaturase"
"46443","EC:1.14.19.47","acyl-lipid (9-3)-desaturase"
"46444","EC:1.14.19.48","tert-amyl alcohol desaturase"
"46445","EC:1.14.19.49","tetracycline 7-halogenase"
"46446","EC:1.14.19.50","noroxomaritidine synthase"
"46447","EC:1.14.19.51","(S)-corytuberine synthase"
"46448","EC:1.14.19.52","camalexin synthase"
"46449","EC:1.14.19.53","all-trans-retinol 3,4-desaturase"
"46450","EC:1.14.19.54","1,2-dehydroreticuline synthase"
"46451","EC:1.14.19.55","4-hydroxybenzoate brominase (decarboxylating)"
"46452","EC:1.14.19.56","1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] chlorinase"
"46453","EC:1.14.19.57","1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] brominase"
"46454","EC:1.14.19.58","tryptophan 5-halogenase"
"46455","EC:1.14.19.59","tryptophan 6-halogenase"
"46456","EC:1.14.19.60","7-chloro-L-tryptophan 6-halogenase"
"46457","EC:1.14.19.61","dihydrorhizobitoxine desaturase"
"46458","EC:1.14.19.62","secologanin synthase"
"46459","EC:1.14.19.63","pseudobaptigenin synthase"
"46460","EC:1.14.19.64","(S)-stylopine synthase"
"46461","EC:1.14.19.65","(S)-cheilanthifoline synthase"
"46462","EC:1.14.19.66","berbamunine synthase"
"46463","EC:1.14.19.67","salutaridine synthase"
"46464","EC:1.14.19.68","(S)-canadine synthase"
"46465","EC:1.14.19.69","biflaviolin synthase"
"46466","EC:1.14.19.70","mycocyclosin synthase"
"46467","EC:1.14.19.71","fumitremorgin C synthase"
"46468","EC:1.14.19.72","(-)-pluviatolide synthase"
"46469","EC:1.14.19.73","(S)-nandinine synthase"
"46470","EC:1.14.19.74","(+)-piperitol/(+)-sesamin synthase"
"46471","EC:1.14.19.75","very-long-chain acyl-lipid omega-9 desaturase"
"46472","EC:1.14.19.76","flavone synthase II"
"46473","EC:1.14.19.77","plasmanylethanolamine desaturase"
"46474","EC:1.14.19.78","decanoyl-[acyl-carrier protein] acetylenase"
"46475","EC:1.14.20.1","deacetoxycephalosporin-C synthase"
"46476","EC:1.14.20.2","Transferred to 1.14.11.59"
"46477","EC:1.14.20.3","(5R)-carbapenem-3-carboxylate synthase"
"46478","EC:1.14.20.4","anthocyanidin synthase"
"46479","EC:1.14.20.5","flavone synthase I"
"46480","EC:1.14.20.6","flavonol synthase"
"46481","EC:1.14.20.7","2-oxoglutarate/L-arginine monooxygenase/decarboxylase (succinate-forming)"
"46482","EC:1.14.20.8","(-)-deoxypodophyllotoxin synthase"
"46483","EC:1.14.20.9","L-tyrosine isonitrile desaturase"
"46484","EC:1.14.20.10","L-tyrosine isonitrile desaturase/decarboxylase"
"46485","EC:1.14.20.11","3-[(Z)-2-isocyanoethenyl]-1H-indole synthase"
"46486","EC:1.14.20.12","3-[(E)-2-isocyanoethenyl]-1H-indole synthase"
"46487","EC:1.14.20.13","6beta-hydroxyhyoscyamine epoxidase"
"46488","EC:1.14.20.14","hapalindole-type alkaloid chlorinase"
"46489","EC:1.14.20.15","L-threonyl-[L-threonyl-carrier protein] 4-chlorinase"
"46490","EC:1.14.21.1","Transferred to 1.14.19.64"
"46491","EC:1.14.21.2","Transferred to 1.14.19.65"
"46492","EC:1.14.21.3","Transferred to 1.14.19.66"
"46493","EC:1.14.21.4","Transferred to 1.14.19.67"
"46494","EC:1.14.21.5","Transferred to 1.14.19.68"
"46495","EC:1.14.21.6","Transferred to 1.14.19.20"
"46496","EC:1.14.21.7","Transferred to 1.14.19.69"
"46497","EC:1.14.21.8","Transferred to 1.14.19.63"
"46498","EC:1.14.21.9","Transferred to 1.14.19.70"
"46499","EC:1.14.21.10","Transferred to 1.14.19.71"
"46500","EC:1.14.21.11","Transferred to 1.14.19.72"
"46501","EC:1.14.21.12","Transferred to 1.14.19.73"
"46502","EC:1.14.99.1","prostaglandin-endoperoxide synthase"
"46503","EC:1.14.99.2","kynurenine 7,8-hydroxylase"
"46504","EC:1.14.99.3","Transferred to 1.14.14.18"
"46505","EC:1.14.99.4","progesterone monooxygenase"
"46506","EC:1.14.99.5","Transferred to 1.14.19.1"
"46507","EC:1.14.99.6","Transferred to 1.14.19.2"
"46508","EC:1.14.99.7","Transferred to 1.14.13.132"
"46509","EC:1.14.99.8","Deleted entry"
"46510","EC:1.14.99.9","Transferred to 1.14.14.19"
"46511","EC:1.14.99.10","Transferred to 1.14.14.16"
"46512","EC:1.14.99.11","estradiol 6beta-monooxygenase"
"46513","EC:1.14.99.12","androst-4-ene-3,17-dione monooxygenase"
"46514","EC:1.14.99.13","Transferred to 1.14.13.23"
"46515","EC:1.14.99.14","progesterone 11alpha-monooxygenase"
"46516","EC:1.14.99.15","4-methoxybenzoate monooxygenase (O-demethylating)"
"46517","EC:1.14.99.16","Transferred to 1.14.13.72"
"46518","EC:1.14.99.17","Transferred to 1.14.16.5"
"46519","EC:1.14.99.18","Deleted entry"
"46520","EC:1.14.99.19","Transferred to 1.14.19.77"
"46521","EC:1.14.99.20","phylloquinone monooxygenase (2,3-epoxidizing)"
"46522","EC:1.14.99.21","Latia-luciferin monooxygenase (demethylating)"
"46523","EC:1.14.99.22","ecdysone 20-monooxygenase"
"46524","EC:1.14.99.23","3-hydroxybenzoate 2-monooxygenase"
"46525","EC:1.14.99.24","steroid 9alpha-monooxygenase"
"46526","EC:1.14.99.25","Transferred to 1.14.19.3"
"46527","EC:1.14.99.26","2-hydroxypyridine 5-monooxygenase"
"46528","EC:1.14.99.27","Transferred to 1.17.3.4"
"46529","EC:1.14.99.28","Transferred to 1.14.14.84"
"46530","EC:1.14.99.29","deoxyhypusine monooxygenase"
"46531","EC:1.14.99.30","Transferred to 1.3.5.6"
"46532","EC:1.14.99.31","Transferred to 1.14.19.24"
"46533","EC:1.14.99.32","Transferred to 1.14.19.5"
"46534","EC:1.14.99.33","Transferred to 1.14.19.39"
"46535","EC:1.14.99.34","monoprenyl isoflavone epoxidase"
"46536","EC:1.14.99.35","thiophene-2-carbonyl-CoA monooxygenase"
"46537","EC:1.14.99.36","Transferred to 1.13.11.63"
"46538","EC:1.14.99.37","Transferred to 1.14.14.176"
"46539","EC:1.14.99.38","cholesterol 25-monooxygenase"
"46540","EC:1.14.99.39","ammonia monooxygenase"
"46541","EC:1.14.99.40","Transferred to 1.13.11.79"
"46542","EC:1.14.99.41","Transferred to 1.13.11.75"
"46543","EC:1.14.99.42","Transferred to 1.13.11.84"
"46544","EC:1.14.99.43","Transferred to 1.14.14.134"
"46545","EC:1.14.99.44","diapolycopene oxygenase"
"46546","EC:1.14.99.45","Transferred to 1.14.14.158"
"46547","EC:1.14.99.46","pyrimidine oxygenase"
"46548","EC:1.14.99.47","(+)-larreatricin hydroxylase"
"46549","EC:1.14.99.48","heme oxygenase (staphylobilin-producing)"
"46550","EC:1.14.99.49","Transferred to 1.14.15.31"
"46551","EC:1.14.99.50","gamma-glutamyl hercynylcysteine S-oxide synthase"
"46552","EC:1.14.99.51","hercynylcysteine S-oxide synthase"
"46553","EC:1.14.99.52","L-cysteinyl-L-histidinylsulfoxide synthase"
"46554","EC:1.14.99.53","lytic chitin monooxygenase"
"46555","EC:1.14.99.54","lytic cellulose monooxygenase (C1-hydroxylating)"
"46556","EC:1.14.99.55","lytic starch monooxygenase"
"46557","EC:1.14.99.56","lytic cellulose monooxygenase (C4-dehydrogenating)"
"46558","EC:1.14.99.57","heme oxygenase (mycobilin-producing)"
"46559","EC:1.14.99.58","heme oxygenase (biliverdin-IX-beta and delta-forming)"
"46560","EC:1.14.99.59","tryptamine 4-monooxygenase"
"46561","EC:1.14.99.60","3-demethoxyubiquinol 3-hydroxylase"
"46562","EC:1.14.99.61","cyclooctat-9-en-7-ol 5-monooxygenase"
"46563","EC:1.14.99.62","cyclooctatin synthase"
"46564","EC:1.14.99.63","beta-carotene 4-ketolase"
"46565","EC:1.14.99.64","zeaxanthin 4-ketolase"
"46566","EC:1.14.99.65","4-amino-L-phenylalanyl-[CmlP-peptidyl-carrier-protein] 3-hydroxylase"
"46567","EC:1.14.99.66","[histone H3]-N6,N6-dimethyl-L-lysine4 FAD-dependent demethylase"
"46568","EC:1.14.99.67","alpha-N-dichloroacetyl-p-aminophenylserinol N-oxygenase"
"46569","EC:1.14.99.68","4-aminobenzoate N-oxygenase"
"46570","EC:1.14.99.69","tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase"
"46571","EC:1.15.1.1","superoxide dismutase"
"46572","EC:1.15.1.2","superoxide reductase"
"46573","EC:1.16.1.1","mercury(II) reductase"
"46574","EC:1.16.1.2","diferric-transferrin reductase"
"46575","EC:1.16.1.3","Deleted entry"
"46576","EC:1.16.1.4","Deleted entry"
"46577","EC:1.16.1.5","Deleted entry"
"46578","EC:1.16.1.6","cyanocobalamin reductase"
"46579","EC:1.16.1.7","ferric-chelate reductase (NADH)"
"46580","EC:1.16.1.8","[methionine synthase] reductase"
"46581","EC:1.16.1.9","ferric-chelate reductase (NADPH)"
"46582","EC:1.16.1.10","ferric-chelate reductase [NAD(P)H]"
"46583","EC:1.16.3.1","ferroxidase"
"46584","EC:1.16.3.2","bacterial non-heme ferritin"
"46585","EC:1.16.3.3","manganese oxidase"
"46586","EC:1.16.3.4","cuproxidase"
"46587","EC:1.16.5.1","Transferred to 7.2.1.3"
"46588","EC:1.16.8.1","Deleted entry"
"46589","EC:1.16.9.1","iron:rusticyanin reductase"
"46590","EC:1.16.98.1","Transferred to 1.16.9.1"
"46591","EC:1.16.99.1","[Co(II) methylated amine-specific corrinoid protein] reductase"
"46592","EC:1.17.1.1","CDP-4-dehydro-6-deoxyglucose reductase"
"46593","EC:1.17.1.2","Transferred to 1.17.7.4"
"46594","EC:1.17.1.3","leucoanthocyanidin reductase"
"46595","EC:1.17.1.4","xanthine dehydrogenase"
"46596","EC:1.17.1.5","nicotinate dehydrogenase"
"46597","EC:1.17.1.6","Transferred to 1.17.99.5"
"46598","EC:1.17.1.7","Transferred to 1.2.1.91"
"46599","EC:1.17.1.8","4-hydroxy-tetrahydrodipicolinate reductase"
"46600","EC:1.17.1.9","formate dehydrogenase"
"46601","EC:1.17.1.10","formate dehydrogenase (NADP+)"
"46602","EC:1.17.1.11","formate dehydrogenase (NAD+, ferredoxin)"
"46603","EC:1.17.2.1","nicotinate dehydrogenase (cytochrome)"
"46604","EC:1.17.2.2","lupanine 17-hydroxylase (cytochrome c)"
"46605","EC:1.17.2.3","formate dehydrogenase (cytochrome-c-553)"
"46606","EC:1.17.3.1","pteridine oxidase"
"46607","EC:1.17.3.2","xanthine oxidase"
"46608","EC:1.17.3.3","6-hydroxynicotinate dehydrogenase"
"46609","EC:1.17.3.4","juglone 3-hydroxylase"
"46610","EC:1.17.4.1","ribonucleoside-diphosphate reductase"
"46611","EC:1.17.4.2","ribonucleoside-triphosphate reductase (thioredoxin)"
"46612","EC:1.17.4.3","Transferred to 1.17.7.1"
"46613","EC:1.17.4.4","vitamin-K-epoxide reductase (warfarin-sensitive)"
"46614","EC:1.17.4.5","vitamin-K-epoxide reductase (warfarin-insensitive)"
"46615","EC:1.17.5.1","phenylacetyl-CoA dehydrogenase"
"46616","EC:1.17.5.2","caffeine dehydrogenase"
"46617","EC:1.17.5.3","formate dehydrogenase-N"
"46618","EC:1.17.7.1","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin)"
"46619","EC:1.17.7.2","7-hydroxymethyl chlorophyll a reductase"
"46620","EC:1.17.7.3","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)"
"46621","EC:1.17.7.4","4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase"
"46622","EC:1.17.8.1","hydroxysqualene dehydroxylase"
"46623","EC:1.17.9.1","4-methylphenol dehydrogenase (hydroxylating)"
"46624","EC:1.17.9.2","(+)-pinoresinol hydroxylase"
"46625","EC:1.17.98.1","Deleted entry"
"46626","EC:1.17.98.2","bacteriochlorophyllide c C-71-hydroxylase"
"46627","EC:1.17.98.3","formate dehydrogenase (coenzyme F420)"
"46628","EC:1.17.98.4","formate dehydrogenase (hydrogenase)"
"46629","EC:1.17.99.1","Transferred to 1.17.9.1"
"46630","EC:1.17.99.2","ethylbenzene hydroxylase"
"46631","EC:1.17.99.3","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase"
"46632","EC:1.17.99.4","uracil/thymine dehydrogenase"
"46633","EC:1.17.99.5","Transferred to 1.17.98.1"
"46634","EC:1.17.99.6","epoxyqueuosine reductase"
"46635","EC:1.17.99.7","Transferred to 1.17.98.4"
"46636","EC:1.17.99.8","limonene dehydrogenase"
"46637","EC:1.17.99.9","heme a synthase"
"46638","EC:1.17.99.10","steroid C-25 hydroxylase"
"46639","EC:1.17.99.11","3-oxo-Delta1-steroid hydratase/dehydrogenase"
"46640","EC:1.18.1.1","rubredoxin---NAD+ reductase"
"46641","EC:1.18.1.2","ferredoxin---NADP+ reductase"
"46642","EC:1.18.1.3","ferredoxin---NAD+ reductase"
"46643","EC:1.18.1.4","rubredoxin---NAD(P)+ reductase"
"46644","EC:1.18.1.5","putidaredoxin---NAD+ reductase"
"46645","EC:1.18.1.6","adrenodoxin-NADP+ reductase"
"46646","EC:1.18.1.7","ferredoxin---NAD(P)+ reductase (naphthalene dioxygenase ferredoxin-specific)"
"46647","EC:1.18.1.8","Transferred to 7.2.1.2"
"46648","EC:1.18.2.1","Transferred to 1.18.6.1"
"46649","EC:1.18.3.1","Transferred to 1.12.7.2"
"46650","EC:1.18.6.1","nitrogenase"
"46651","EC:1.18.6.2","vanadium-dependent nitrogenase"
"46652","EC:1.18.96.1","Transferred to 1.15.1.2"
"46653","EC:1.18.99.1","Transferred to 1.12.7.2"
"46654","EC:1.19.1.1","flavodoxin---NADP+ reductase"
"46655","EC:1.19.6.1","nitrogenase (flavodoxin)"
"46656","EC:1.20.1.1","phosphonate dehydrogenase"
"46657","EC:1.20.2.1","arsenate reductase (cytochrome c)"
"46658","EC:1.20.4.1","arsenate reductase (glutathione/glutaredoxin)"
"46659","EC:1.20.4.2","methylarsonate reductase"
"46660","EC:1.20.4.3","mycoredoxin"
"46661","EC:1.20.4.4","arsenate reductase (thioredoxin)"
"46662","EC:1.20.9.1","arsenate reductase (azurin)"
"46663","EC:1.20.98.1","Transferred to 1.20.9.1"
"46664","EC:1.20.99.1","arsenate reductase (donor)"
"46665","EC:1.21.1.1","iodotyrosine deiodinase"
"46666","EC:1.21.1.2","2,4-dichlorobenzoyl-CoA reductase"
"46667","EC:1.21.3.1","isopenicillin-N synthase"
"46668","EC:1.21.3.2","columbamine oxidase"
"46669","EC:1.21.3.3","reticuline oxidase"
"46670","EC:1.21.3.4","sulochrin oxidase [(+)-bisdechlorogeodin-forming]"
"46671","EC:1.21.3.5","sulochrin oxidase [(-)-bisdechlorogeodin-forming]"
"46672","EC:1.21.3.6","aureusidin synthase"
"46673","EC:1.21.3.7","tetrahydrocannabinolic acid synthase"
"46674","EC:1.21.3.8","cannabidiolic acid synthase"
"46675","EC:1.21.3.9","Transferred to 1.21.98.2"
"46676","EC:1.21.4.1","D-proline reductase"
"46677","EC:1.21.4.2","glycine reductase"
"46678","EC:1.21.4.3","sarcosine reductase"
"46679","EC:1.21.4.4","betaine reductase"
"46680","EC:1.21.4.5","tetrachlorohydroquinone reductive dehalogenase"
"46681","EC:1.21.98.1","cyclic dehypoxanthinyl futalosine synthase"
"46682","EC:1.21.98.2","dichlorochromopyrrolate synthase"
"46683","EC:1.21.98.3","anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase"
"46684","EC:1.21.98.4","PqqA peptide cyclase"
"46685","EC:1.21.99.1","beta-cyclopiazonate dehydrogenase"
"46686","EC:1.21.99.2","Transferred to 1.21.99.2 and 1.21.98.1"
"46687","EC:1.21.99.3","thyroxine 5-deiodinase"
"46688","EC:1.21.99.4","thyroxine 5'-deiodinase"
"46689","EC:1.21.99.5","tetrachloroethene reductive dehalogenase"
"46690","EC:1.22.1.1","Transferred to 1.21.1.1"
"46691","EC:1.23.1.1","(+)-pinoresinol reductase"
"46692","EC:1.23.1.2","(+)-lariciresinol reductase"
"46693","EC:1.23.1.3","(-)-pinoresinol reductase"
"46694","EC:1.23.1.4","(-)-lariciresinol reductase"
"46695","EC:1.23.5.1","violaxanthin de-epoxidase"
"46696","EC:1.97.1.1","chlorate reductase"
"46697","EC:1.97.1.2","pyrogallol hydroxytransferase"
"46698","EC:1.97.1.3","Transferred to 1.12.98.4"
"46699","EC:1.97.1.4","[formate-C-acetyltransferase]-activating enzyme"
"46700","EC:1.97.1.5","Transferred to 1.20.4.1"
"46701","EC:1.97.1.6","Transferred to 1.20.99.1"
"46702","EC:1.97.1.7","Transferred to 1.20.4.2"
"46703","EC:1.97.1.8","Transferred to 1.21.99.5"
"46704","EC:1.97.1.9","selenate reductase"
"46705","EC:1.97.1.10","Transferred to 1.21.99.4"
"46706","EC:1.97.1.11","Transferred to 1.21.99.3"
"46707","EC:1.97.1.12","photosystem I"
"46708","EC:1.98.1.1","Transferred to 1.12.7.2"
"46709","EC:1.99.1.1","Transferred to 1.12.7.2"
"46710","EC:1.99.1.2","Transferred to 1.14.16.1"
